text_long,empath_emotion,empath_rating,inital_emotion,initial_rating_of_empath_result
The coronavirus infection figure for Salford is scaring . I can’t afford to visit the shopping centr,fear,1.0,Anxiety,9
"I think it's a terrible situation we're in, especially for all the key workers who still have to wor",anger,0.0,Anxiety,6
I feel anxious that myself or my family may get the virus and it will lead to us being ill or worse.,fear,1.0,Fear,8
"I am finding the situation daunting, as its just the unknown of it all. I am unable to see my family",sadness,1.0,Anxiety,2
Of course I am not happen about the situation og the world right now. people are not getting paid an,anger,1.0,Sadness,5
"I feel a little worried about how bad it might get, but on the whole I feel fine, and know that it w",anger,0.0,Happiness,1
"I am very anxious about my future financial situation and commitments, if I am made to be on furloug",fear,2.0,Anxiety,6
There is a slight touch of anger in terms of the carelessness that gave the virus the opportunity to,sadness,7.0,Sadness,9
Really concerned about health of vulnerable family members and my own health. I have already lost on,anger,1.0,Anxiety,4
i am more worried as time goes on. I think it is wrecking the economy and I am worried about the fut,anger,0.0,Anxiety,2
After weeks of anxiety and stress concerning the coronavirus I have started to feel more at peace. I,fear,1.0,Relaxation,6
"It is a very worrying time, as there are many shortages in shops and it’s becoming increasingly diff",anger,0.0,Fear,7
"I feel stressed, anxious and worried about health, money and employment. I feel overwhelmed and pess",disgust,2.0,Anxiety,8
"I'm angry because people are stupid, the government's incompetant, and capitalism is the source of a",anger,1.0,Anger,9
The uncertainty surrounding this virus is causing the anxiety and this is highlighted by the actions,sadness,4.0,Anxiety,8
I am very worried about the corona situation as I have an underlying health condition putting me at ,anger,1.0,Anxiety,3
Not been too worried about it to be honest. I’ve been 80% since I’ve been off from about the 20th Ma,anger,0.0,Happiness,3
"I am a little bit stressed about what is going to happen in the future, and whether all my relatives",sadness,1.0,Desire,1
"I feel trapped, lonely and unmotivated. It’s the feeling of not knowing that is driving me insane, n",fear,3.0,Sadness,9
"I think it is a good time for people to rethink their lives, career choices, and financial situation",relaxation,1.0,Happiness,4
Currently I feel moderately anxious about the situation and the extent to which it has escalated so ,anger,1.0,Anxiety,3
"Right now, having just read the evening news, I feel frustrated and anxious.  Frustrated because nob",fear,2.0,Anxiety,8
"A little bummed out about the whole thing. Being stuck inside is boring, especially when the weather",anger,0.0,Sadness,4
To much doom and gloom on the news. people are showing their true self's in a bad way. don't know wh,sadness,1.0,Happiness,1
I am angry that others are not listening to the government’s advise as they are going outside still ,anger,0.0,Anger,8
I feel anxiety and a sense of helplessness and dread. It’s difficult waiting for something awful to ,sadness,4.0,Anxiety,8
I find my mood changes very rapidly - at present I am feeling more relief (as my father is just home,fear,3.0,Anxiety,6
Scared for my elderley parents and myself. Self isolating and following strict guidelines. Feel bit ,anger,0.0,Anxiety,6
"I am bewildered to be honest. Anxious about my parents and loved ones, less worried about myself. Is",sadness,2.0,Anxiety,6
"I am concerned to a certain degree, although I feel this has lessened since last week, and the week ",fear,3.0,Anxiety,3
I’m anxious about the future for my grown up kid (in their 20s) and the health of my mother and her ,anger,1.0,Anxiety,3
"I'm not too worried about myself, more for certain vulnerable people close to me.  I'm trying to min",anger,0.0,Relaxation,4
I'm scared and anxious I don't know the best way to put it into words. We don't know what each day i,fear,2.0,Anxiety,8
"I feel frustrated because a lot of things have been taken away from me, such as my ability to see my",anger,0.0,Anxiety,1
I am extremely worried for the future prospects in my personal finances and in my employment situati,sadness,3.0,Anxiety,7
Staying at home has me very lethargic and unmotivated to do anything productive with my time. I very,disgust,1.0,Anxiety,8
"At the moment I feel guilt for enjoying the isolation, I suffer with social anxiety and sadly, this ",fear,3.0,Anxiety,7
"I feel right now that the situation cannot be helped, and all we can do is try our best as a communi",anger,0.0,Anxiety,4
The whole situation is unnerving and quite scary. The world had completely turned upside down in the,anger,0.0,Anxiety,3
"I continue to be surprised at just how wide ranging and severe the impacts of the virus have been, a",anger,1.0,Anxiety,3
I am worried about the situation as a vulnerable person and I am very anxious about what could happe,fear,2.0,Sadness,9
some days I wake up positive but some days I don't want to get up as there's not much to look forwar,anger,0.0,Anxiety,4
Mixed emotions as angry at people being idiots. Disappointed with government for not getting PPE sor,anger,2.0,Anxiety,6
Its frustrating that people are continuing to go out despite warnings and risks. I'm nervous that I ,anger,0.0,Anger,6
"Going stir crazy. Not getting anything done, as it always seems like may as well do it tomorrow, as ",anger,0.0,Desire,3
Not very concerned about the situation. But still anxious about everything concerning it. Worried ab,relaxation,1.0,Anxiety,6
I am quite shut off from it so not too worried about the immediate concerns. However feel worried ab,fear,2.0,Anxiety,6
I am pleased that people have stopped panic buying but all this stuff going on with the US stealing ,fear,1.0,Anxiety,4
"I'm worried about my parents, who are in their mid-to-late 70s. I'm due to graduate in a health-rela",sadness,1.0,Fear,6
I feel quite worried because my mum would be considered falling under the category of at risk. I mys,fear,1.0,Sadness,7
"Today I feel very sad because I miss loved ones, especially my partner, my mum and sisters etc.  We ",sadness,1.0,Anxiety,9
I feel more anxious since Boris has been hospitalised. I feel like this situation could have been av,fear,1.0,Anxiety,6
I am feeling anxious about what will happen next and am worried about what sort of world we are goin,fear,1.0,Anxiety,6
"I feel very anxious, not being able to do anything with my 2 children makes it that much worse. I fe",anger,1.0,Anxiety,7
"I am feeling quite anxious about the whole situation. Fortunately I am in a good position, but I kno",fear,1.0,Anxiety,4
This situation could of easily been prevented by a rapid response by governments and if people respe,anger,0.0,Anxiety,4
"As I am a student, Corona has given me an opportunity to take a much needed break from school, and s",fear,2.0,Relaxation,4
"On a personal level, even though my job seems to be secure for now I feel general anxiety. I can wor",sadness,1.0,Anxiety,2
i am very anxious about the corona virus situation and very frustrated when i see so many people dis,anger,0.0,Anxiety,6
"I live in the UK, and it angers and upsets me that some people are still not listening to the rules ",fear,1.0,Sadness,7
"I think, as mentioned before, fear is the only feeling I can think of that represents my current moo",fear,6.0,Fear,8
"I am extremely anxious that me and my family do not get it, as a mother, I worry for the kids, as an",sadness,1.0,Anxiety,6
I'm feeling very anxious about the number of deaths and my perceived inability to prevent myself cat,sadness,2.0,Anxiety,6
I am relaxed about the situation as it’s not as big a problem in our area as it is in the cities. I ,anger,0.0,Relaxation,1
"Feeling trapped within the house, anxious and irritable. Fear fueled by the news. No end in sight. C",anger,0.0,Anxiety,2
Im very worried as I have heart failure and am isolating with my wife and kids.Im terrified of getti,fear,2.0,Fear,9
I’m a Keyworker and am extremely anxious about leaving the house especially to go to work. I worry a,fear,1.0,Anxiety,9
Anxious over poor Government planning and trustworthiness. Disappointed in BBC news impartiality. Fe,fear,1.0,Anxiety,4
I am sad that people have to die from this virus. I am anxious to some extent as my health may make ,sadness,2.0,Sadness,8
"I feel a sense of uncertainty about the situation, which in turn is making me anxious. The UK is in ",fear,2.0,Anxiety,6
I feel anxious about protecting our family both from the virus and tbe effects of lockdown. Even whe,sadness,3.0,Anxiety,6
It's an unpleasant feeling to be locked up in the house and not knowing when the normal activities w,sadness,6.0,Anxiety,8
I am perhaps slightly concerned about catching coronavirus myself but I'm following all the advice s,fear,1.0,Relaxation,3
I'm feeling anxious about the situation because we now live in a changed world. This is an event tha,fear,2.0,Anxiety,8
I am verry worried at the moment...and all over the world it doesn't look any better..i am afraid we,fear,1.0,Fear,7
Sad. I feel so sad about the loss of life right around the world. I'm sad about the folk who flout t,sadness,6.0,Sadness,9
It is a fearful time especially being on a lockdown and not knowing what the next week or two will b,sadness,4.0,Sadness,2
It's very sad to see the numbers of death growing each day due to this virus especially as we can se,sadness,1.0,Relaxation,1
I mostly feel worried about the people who are in a high risk category of getting the virus. I feel ,sadness,2.0,Anxiety,7
I'm anxious for myself and my family.  I worry that if one were to contract this they or I would be ,anger,0.0,Anxiety,7
I feel a little anger at the government who I feel are not always using logic and common sense in th,sadness,4.0,Sadness,9
I'm enraged by the government's mis-management of the testing that's needed.  We don't need an antib,fear,1.0,Relaxation,1
I feel at this point that we've settled into our lives in this new routine. I'm not struggling with ,anger,0.0,Relaxation,1
"Apprehensive about the future, even though we are very successfully self-isolating we need to go foo",anger,0.0,Anxiety,3
i am calm about the suitation. i dont think theres any point in worrying as long as your trying your,relaxation,1.0,Relaxation,5
I feel very sad and frustrated. My father was diagnosed with motor neurone disease just before coron,sadness,3.0,Sadness,9
I'm disgusted and angry at the worst of the leadership and selfish human behaviour I am hearing abou,fear,3.0,Relaxation,4
Fairly optimistic about the likelihood of this being got under control and finding a vaccine. I am t,sadness,1.0,Relaxation,1
It's hard for me as I work in a hospital. All our clinical staff has been redeployed on to the demen,anger,0.0,Anxiety,1
"I feel immense uncertainty. Its like this situation is either going to be quite bad, or much worse (",anger,1.0,Anxiety,3
I feel the country would be better off if everyone stops being selfish and stays indoors. In additio,anger,0.0,Relaxation,2
"I think that at the start it was not taken seriously enough by everyone, including me. We still know",disgust,1.0,Disgust,7
"Anxious about when this is going to end, and how, anxious about friends and family and other people ",anger,0.0,Anxiety,5
"I am a little worried about my future and my education, as I am not sure when things will start up a",sadness,2.0,Relaxation,5
"On the one hand I feel fortunate that I have not been affected financially in a negative way, I do n",fear,3.0,Relaxation,2
I feel frustrated that this situation has caused us all to have to sacrifice our freedom in only bei,anger,0.0,Anxiety,6
I feel a strange mix of disappointment that we are in this situation due to not managing to contain ,sadness,3.0,Anxiety,6
I feel if more restrictions were to be imposed the public might actually follow instructions.  Curre,anger,0.0,Relaxation,1
It’s been three weeks since the lockdown now and my feelings were first despair and extreme anxiety ,sadness,5.0,Anxiety,6
"I feel very uncertain about the future and anxious, financially, for my family's and my own health a",fear,1.0,Anxiety,7
As a young person my main concern rests with with the effect the virus is having on the older popula,sadness,2.0,Fear,3
"I feel that people are not taking the situation seriously, people still decide that they should leav",relaxation,2.0,Disgust,4
"I feel very anxious, I am the daughter of a key worker (radiotherapist). Although my parent is not h",fear,2.0,Anxiety,4
"Very anxious and fearful. 
I think it’s mainly the fear of the unknown. Will I catch it? Will I die?",anger,1.0,Anxiety,6
I am very scared and worried for members of my family. I am also very concerned about the future. I ,fear,1.0,Sadness,9
"Mainly anxiety, that more people will get the virus - including me and my loved ones. I’m also anxio",sadness,1.0,Anxiety,4
I am quite anxious about the situation currently as I cannot go and see my mother as she is in a hig,anger,0.0,Anxiety,6
I am fairly worried about the rising death toll and what that will mean for my family and friends. H,anger,0.0,Relaxation,2
I feel a little bit worried about how long we will be in lockdown for as a lot of businesses will go,fear,1.0,Anxiety,6
I think it’s very worrying. It makes me anxious that my friends and family are key workers and expos,sadness,1.0,Anxiety,7
I think it's an incredibly sad situation that the world will take a very long time to process and re,sadness,1.0,Anxiety,5
"I feel somewhat relaxed about the entire situation, now that the Government has began to increase th",fear,1.0,Fear,7
I feel quite sad as the measures taken to help stop the spread of the COVID-19 pandemic have affecte,fear,3.0,Sadness,4
I am concerned for my family's safety and I'm worried about  the impact isolation will have on the m,sadness,3.0,Fear,6
"It's very unsettling seeing the amount of people that are dying everyday, not only in my own country",fear,1.0,Anxiety,9
